,state,lat,lon,county,address,city,postal_code,street_view_url,property_id,list_price,sold_date,sold_price,beds,baths,sqft,lot_sqft,garage,primary_photo_url
520,Arizona,33.64803,-112.040162,Maricopa,1954 E Grovers Ave,Phoenix,85022,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1954%20E%20Grovers%20Ave%2C%20Phoenix%2C%20AZ%2085022&size=640x480&source=outdoor&signature=WP9zF_FIhDnXiKqFI52R7t0H1Vc=,2158487584,110000,2023-12-22,120000,2,2,4353,9905,1,https://ap.rdcpix.com/87c82e4d0d9b1aba635b86b02bf72f83l-m465364393s-w1024_h768.jpg
521,Arizona,33.397853,-112.089102,Maricopa,5237 S 14th Ave,Phoenix,85041,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=5237%20S%2014th%20Ave%2C%20Phoenix%2C%20AZ%2085041&size=640x480&source=outdoor&signature=eytQu62X2eZaEx1UFU2Dh6oGAKQ=,2073480300,495000,2023-12-22,485000,,0,,,,https://ap.rdcpix.com/3f0f117636a57bf5bc366312d2920a55l-m630617832s-w1024_h768.jpg
522,Arizona,33.502731,-112.093068,Maricopa,1568 W Campbell Ave,Phoenix,85015,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1568%20W%20Campbell%20Ave%2C%20Phoenix%2C%20AZ%2085015&size=640x480&source=outdoor&signature=vxQ8oNNqsXDWp_5GKHnlNicaDW4=,1600451617,267000,2023-12-22,267000,2,2,1120,1213,,https://ap.rdcpix.com/87b0eab42ae589ea7f5894e75d1e2e57l-m751273271s-w1024_h768.jpg
523,Arizona,33.457066,-112.127552,Maricopa,3134 W McKinley St,Phoenix,85009,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=3134%20W%20McKinley%20St%2C%20Phoenix%2C%20AZ%2085009&size=640x480&source=outdoor&signature=eJUE7NHomcoESlTC7AHP_e1BXAM=,2001061202,175000,2023-12-22,180000,2,1,767,7867,,https://ap.rdcpix.com/21d25b48fe8a05c31c5f34b8cb3197e7l-m997509878s-w1024_h768.jpg
524,Arizona,33.357118,-112.066415,Maricopa,9821 S 6th Pl,Phoenix,85042,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=9821%20S%206th%20Pl%2C%20Phoenix%2C%20AZ%2085042&size=640x480&source=outdoor&signature=9_bg48zILGHAhiEghh1jyfwP1y8=,1953967811,560000,2023-12-22,448000,4,2,2176,8940,3,https://ap.rdcpix.com/be1de91d6cb2e2ead426cc36f92dedbfl-m2132195469s-w1024_h768.jpg
525,Arizona,33.661589,-112.018271,Maricopa,19220 N 30th St,Phoenix,85050,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=19220%20N%2030th%20St%2C%20Phoenix%2C%20AZ%2085050&size=640x480&source=outdoor&signature=5rNpoZLwqTeo-OEvyfpkcNVN7qA=,2113139056,524900,2023-12-22,540000,3,2,1506,13939,2,https://ap.rdcpix.com/c2dc1b2f10822794593be49e22b55ee6l-m415700670s-w1024_h768.jpg
526,Arizona,33.754808,-111.988745,Maricopa,29606 N Tatum Blvd Apt 204,Cave Creek,85331,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=29606%20N%20Tatum%20Blvd%20Apt%20204%2C%20Cave%20Creek%2C%20AZ%2085331&size=640x480&source=outdoor&signature=SzaKg0yAg2NlSYTNEeXzC4z4ZX4=,2808394095,290000,2023-12-22,271500,1,1,858,924,1,https://ap.rdcpix.com/03c56f2a475cdc1cefae570931c7e7f0l-m1302368773s-w1024_h768.jpg
527,Arizona,33.645316,-112.144237,Maricopa,3924 W Angela Dr,Glendale,85308,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=3924%20W%20Angela%20Dr%2C%20Glendale%2C%20AZ%2085308&size=640x480&source=outdoor&signature=ASe2Z8GfDQl3ssrZOptF68lC314=,1349042270,349000,2023-12-22,345000,3,2,1564,9304,2,https://ap.rdcpix.com/b1d9db506459664c561a66ddabec46eal-b3179695456s-w1024_h768.jpg
528,Arizona,33.554442,-112.060275,Maricopa,8049 N 10th St,Phoenix,85020,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=8049%20N%2010th%20St%2C%20Phoenix%2C%20AZ%2085020&size=640x480&source=outdoor&signature=eetC98OdSiu-BKoZSjGGPuaOoBY=,1273990588,339900,2023-12-22,350000,3,2,1481,9118,1,https://ap.rdcpix.com/d0f9e0a06aad32364fbb197787a6fc1fl-m3749762407s-w1024_h768.jpg
529,Arizona,33.658249,-112.119675,Maricopa,2650 W Union Hills Dr Lot 84,Phoenix,85027,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=2650%20W%20Union%20Hills%20Dr%20Lot%2084%2C%20Phoenix%2C%20AZ%2085027&size=640x480&source=outdoor&signature=A8pmdBDqxToM92FhtLCsERsFHTw=,9586025486,42000,2023-12-22,28000,2,2,1296,,,https://ap.rdcpix.com/81d790c930e9920f59e8b75a276ad554l-m1556707383s-w1024_h768.jpg
530,Arizona,33.737975,-112.11173,Maricopa,2429 W Running Deer Trl,Phoenix,85085,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=2429%20W%20Running%20Deer%20Trl%2C%20Phoenix%2C%20AZ%2085085&size=640x480&source=outdoor&signature=dS5M-g03pyOOGiCJS9SI-eWlhUM=,2473143379,460000,2023-12-22,470000,3,2,1522,4499,2,https://ap.rdcpix.com/b8b327dc8765a579e4ffafed605b4c4bl-m2938025557s-w1024_h768.jpg
531,Arizona,33.54247,-112.102481,Maricopa,2002 W Myrtle Ave,Phoenix,85021,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=2002%20W%20Myrtle%20Ave%2C%20Phoenix%2C%20AZ%2085021&size=640x480&source=outdoor&signature=5he2FYaHc_WgwnRnVuJUpEoJhPM=,2773184933,389900,2023-12-22,389900,3,2,1363,7148,,https://ap.rdcpix.com/e4815eae132d76e1863a53647cf8a401l-m2109043895s-w1024_h768.jpg
532,Arizona,33.684822,-112.018356,Maricopa,2947 E Tina Dr,Phoenix,85050,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=2947%20E%20Tina%20Dr%2C%20Phoenix%2C%20AZ%2085050&size=640x480&source=outdoor&signature=76LfotJdKBt9RXFb6FCTfiqT_Ww=,1216299329,1099900,2023-12-22,1090000,5,5,3030,6000,2,https://ap.rdcpix.com/95a30d15199da514d89c2f36578ad982l-m1686590019s-w1024_h768.jpg
533,Arizona,33.713491,-112.163046,Maricopa,25058 N 47th Ln,Phoenix,85083,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=25058%20N%2047th%20Ln%2C%20Phoenix%2C%20AZ%2085083&size=640x480&source=outdoor&signature=5AQzGH4SsacJSvX5w6vL8vwPeSk=,2437302100,761000,2023-12-22,755000,4,5,3599,6528,3,https://ap.rdcpix.com/6c35c1ac00f67512521bd6bc7e85055al-m1607418387s-w1024_h768.jpg
534,Arizona,33.851101,-112.103195,Maricopa,40320 N Hickok Ct,Phoenix,85086,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=40320%20N%20Hickok%20Ct%2C%20Phoenix%2C%20AZ%2085086&size=640x480&source=outdoor&signature=FXxO-vtlPAzFJpnvBGuF-rhTPcs=,1334166678,1298000,2024-01-08,1206000,5,5,4408,12197,3,https://ap.rdcpix.com/0671d1a5b246836966475543a7100247l-m2825902094s-w1024_h768.jpg
535,Arizona,33.315008,-112.074197,Maricopa,14612 S 1st St Lot 32,Phoenix,85048,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=14612%20S%201st%20St%20Lot%2032%2C%20Phoenix%2C%20AZ%2085048&size=640x480&source=outdoor&signature=vPGAe0-0rnpOROAIlPTm1T8MDYM=,2297880396,375000,2024-01-05,330000,,0,,28314,,https://ap.rdcpix.com/00e1a0d5f2060313692412e32dcdcddfl-m1446125364s-w1024_h768.jpg
536,Arizona,33.622703,-112.110726,Maricopa,2323 W Port Au Prince Ln,Phoenix,85023,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=2323%20W%20Port%20Au%20Prince%20Ln%2C%20Phoenix%2C%20AZ%2085023&size=640x480&source=outdoor&signature=ksyUxAkw0uCRxH_GSRCLEK_VaJk=,2194569240,429900,2023-12-28,415000,3,2,1994,9344,2,https://ap.rdcpix.com/824bee5a21d6dd2f4325d578c93c96fdl-m2108659514s-w1024_h768.jpg
537,Arizona,33.493659,-112.025059,Maricopa,2625 E Indian School Rd Unit 127,Phoenix,85016,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=2625%20E%20Indian%20School%20Rd%20Unit%20127%2C%20Phoenix%2C%20AZ%2085016&size=640x480&source=outdoor&signature=3_gYMtuuBsD_a3FHkTD0jv5nFCc=,2188254696,214900,2023-12-27,200000,1,1,655,677,,https://ap.rdcpix.com/ab77b38d53f14966f243e7afe7282bf3l-m1879988630s-w1024_h768.jpg
538,Arizona,33.459104,-112.031727,Maricopa,2316 E Roosevelt St,Phoenix,85006,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=2316%20E%20Roosevelt%20St%2C%20Phoenix%2C%20AZ%2085006&size=640x480&source=outdoor&signature=D1d4zdMeNlQ8NuPDXaiu-jXhxts=,1301214169,2200000,2023-12-26,1900000,,0,,46035,,https://ap.rdcpix.com/a0847a3b70410032fa767a9d0a3971edl-m1778152583s-w1024_h768.jpg
539,Arizona,33.59395,-112.126512,Maricopa,11814 N 31st Dr,Phoenix,85029,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=11814%20N%2031st%20Dr%2C%20Phoenix%2C%20AZ%2085029&size=640x480&source=outdoor&signature=O5dJzhrIKXkTwkZ8m6mPNvVc-dU=,1520882532,359900,2023-12-26,359900,3,2,1576,6810,,https://ap.rdcpix.com/c98513d794b7d38d44fb44b42cd4c0afl-m2079921394s-w1024_h768.jpg
540,Arizona,33.642135,-112.132929,Maricopa,3420 W Danbury Dr Apt C203,Phoenix,85053,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=3420%20W%20Danbury%20Dr%20Apt%20C203%2C%20Phoenix%2C%20AZ%2085053&size=640x480&source=outdoor&signature=acwFfSF0h2SRAo2_a-tCGJMOyzU=,2653369301,190000,2023-12-26,186000,1,1,725,751,,https://ap.rdcpix.com/e3d241d2f76b169b7b926750a3b2d6d0l-m624659062s-w1024_h768.jpg
541,Arizona,33.476385,-112.076725,Maricopa,65 W Virginia Ave,Phoenix,85003,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=65%20W%20Virginia%20Ave%2C%20Phoenix%2C%20AZ%2085003&size=640x480&source=outdoor&signature=kWjllXGZOBPhsOx4lwFMKAYRw44=,2191318360,650000,2023-12-26,675000,2,1,1544,6521,1,https://ap.rdcpix.com/a55094aaf340377d742fb924cbc3ec7cl-m1143744384s-w1024_h768.jpg
542,Arizona,33.564398,-111.984534,Maricopa,8642 N Wren Cir,Phoenix,85028,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=8642%20N%20Wren%20Cir%2C%20Phoenix%2C%20AZ%2085028&size=640x480&source=outdoor&signature=f-KgKrjtvqaXDzeCrwT4uF6GHis=,2591419335,1675000,2023-12-26,1701500,3,3,2903,37462,2,https://ap.rdcpix.com/85548196b6ea85cd1c3329308a5d1380l-m4136778424s-w1024_h768.jpg
543,Arizona,33.647109,-112.073259,Maricopa,17639 N 1st St,Phoenix,85022,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=17639%20N%201st%20St%2C%20Phoenix%2C%20AZ%2085022&size=640x480&source=outdoor&signature=YYYi__4BNb6bdZHIS7nAXbOU3vI=,1793736762,549000,2023-12-26,525000,3,2,2110,12197,2,https://ap.rdcpix.com/eb3f357be3bd25ac04839c2acaff20dbl-m1243474848s-w1024_h768.jpg
544,Arizona,33.614124,-112.139052,Maricopa,3720 W Redfield Rd,Phoenix,85053,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=3720%20W%20Redfield%20Rd%2C%20Phoenix%2C%20AZ%2085053&size=640x480&source=outdoor&signature=cPO0A75uRERPHjs34H1cEGmWPDk=,1188314260,385000,2023-12-26,385000,3,2,1215,8006,2,https://ap.rdcpix.com/1171a01e638cdca734a90001cde008c5l-m561914851s-w1024_h768.jpg
545,Arizona,33.51904,-112.036169,Maricopa,2108 E San Juan Ave,Phoenix,85016,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=2108%20E%20San%20Juan%20Ave%2C%20Phoenix%2C%20AZ%2085016&size=640x480&source=outdoor&signature=VwytpB-8mgdOMtCn_nHOlJoy_Qs=,2429782422,949900,2023-12-26,1038712,4,3,2700,11326,2,https://ap.rdcpix.com/4e8de1c4316bda87d21f04afa59d5ff9l-m473816605s-w1024_h768.jpg
546,Arizona,33.368917,-112.035626,Maricopa,8443 S 22nd St,Phoenix,85042,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=8443%20S%2022nd%20St%2C%20Phoenix%2C%20AZ%2085042&size=640x480&source=outdoor&signature=X__IKQFPR8w3gmAJVFn9JdEQG_M=,2767231645,715000,2023-12-26,690000,4,4,3135,8880,3,https://ap.rdcpix.com/851091f97f55b3bb23975bfb30a21ddal-m3666957857s-w1024_h768.jpg
547,Arizona,33.298709,-111.993051,Maricopa,4154 E Wildwood Dr,Phoenix,85048,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=4154%20E%20Wildwood%20Dr%2C%20Phoenix%2C%20AZ%2085048&size=640x480&source=outdoor&signature=yHwt4hUBEV7CUKoAmrwkDybgIkQ=,2989298877,499900,2023-12-26,498000,3,2,1350,5528,2,https://ap.rdcpix.com/de7d57cae0d934e0773f9c08d558af9fl-m631263019s-w1024_h768.jpg
548,Arizona,33.298462,-112.052727,Maricopa,1332 E Wildwood Dr,Phoenix,85048,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1332%20E%20Wildwood%20Dr%2C%20Phoenix%2C%20AZ%2085048&size=640x480&source=outdoor&signature=IQmD85BCkgex4nThnh081t13NkA=,1375920461,499900,2023-12-26,500000,3,2,1650,4696,2,https://ap.rdcpix.com/265bb4141b979e8ee1eecfe80e6195bfl-m2277606688s-w1024_h768.jpg
549,Arizona,33.637633,-112.163053,Maricopa,4813 W Phelps Rd,Glendale,85306,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=4813%20W%20Phelps%20Rd%2C%20Glendale%2C%20AZ%2085306&size=640x480&source=outdoor&signature=R3QlPWVFuCS0-bog0JzPP7OCBmw=,1068206127,346000,2023-12-26,340000,2,2,1156,8018,2,https://ap.rdcpix.com/e9bce0f854f09d88007ac97f6b546cd1l-m1488581325s-w1024_h768.jpg
550,Arizona,33.400369,-112.039956,Maricopa,1913 E Atlanta Ave,Phoenix,85040,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1913%20E%20Atlanta%20Ave%2C%20Phoenix%2C%20AZ%2085040&size=640x480&source=outdoor&signature=veJbsbFEDYHj82xEPTwscY2gct4=,2757984281,345000,2023-12-26,345000,4,2,1411,6887,,https://ap.rdcpix.com/81dcca1f269f7e734c00983749664657l-m2069614581s-w1024_h768.jpg
551,Arizona,33.508244,-112.169899,Maricopa,5201 W Camelback Rd Lot E102,Phoenix,85031,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=5201%20W%20Camelback%20Rd%20Lot%20E102%2C%20Phoenix%2C%20AZ%2085031&size=640x480&source=outdoor&signature=tGo1Khu-zUdYJHUbk7UhFdTOVIM=,9239159844,28000,2023-12-22,28000,2,1,768,,,https://ap.rdcpix.com/b5bdfe790444fc6e9945dd8cd43d30c3l-m192347174s-w1024_h768.jpg
552,Arizona,33.800987,-112.110306,Maricopa,34810 N 23rd Ln,Phoenix,85086,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=34810%20N%2023rd%20Ln%2C%20Phoenix%2C%20AZ%2085086&size=640x480&source=outdoor&signature=Eg6sZ_9g5j3GUuODJ4JOFYIWLRE=,9265089977,1050000,2023-12-22,1010000,4,4,4015,14375,3,https://ap.rdcpix.com/fcabe7cebf9d1105743c479d77983d50l-m1382284745s-w1024_h768.jpg
553,Arizona,33.362254,-112.062212,Maricopa,919 E Paseo Way,Phoenix,85042,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=919%20E%20Paseo%20Way%2C%20Phoenix%2C%20AZ%2085042&size=640x480&source=outdoor&signature=kb8MvsuLS0kCsrNkqUXB1V1Gk80=,9798426880,829890,2023-12-22,825000,5,4,3085,5751,3,https://ap.rdcpix.com/37441b8779f0211259ddcb3810e9364cl-m3608558999s-w1024_h768.jpg
554,Arizona,33.507399,-112.133513,Maricopa,4746 N 34th Dr,Phoenix,85017,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=4746%20N%2034th%20Dr%2C%20Phoenix%2C%20AZ%2085017&size=640x480&source=outdoor&signature=KrB2qaKesrrB9WSIRK4943eaCno=,2282094344,440000,2023-12-22,432000,5,2,2155,7410,,https://ap.rdcpix.com/673a2b12ebc2f17972cfaeb0968cfe94l-m1685795949s-w1024_h768.jpg
555,Arizona,33.573763,-112.02721,Maricopa,2518 E Vogel Ave,Phoenix,85028,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=2518%20E%20Vogel%20Ave%2C%20Phoenix%2C%20AZ%2085028&size=640x480&source=outdoor&signature=bxXzjmYYglHXWJhlC1xqU13QtX4=,2392441948,750000,2023-12-22,745000,3,3,2800,7675,2,https://ap.rdcpix.com/32d386e810a99d4d050f18ae1686f1c6l-m4165345397s-w1024_h768.jpg
556,Arizona,33.607555,-112.025909,Maricopa,13231 N Victor Hugo Ave,Phoenix,85032,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=13231%20N%20Victor%20Hugo%20Ave%2C%20Phoenix%2C%20AZ%2085032&size=640x480&source=outdoor&signature=l-6M5OL1KwwhckYhsqgst3v7KE4=,2314134831,700000,2023-12-22,700000,3,3,2202,17424,2,https://ap.rdcpix.com/153dc63d333b03793fea422286d5e407l-w3952152492s-w1024_h768.jpg
557,Arizona,33.486444,-112.001261,Maricopa,3221 N 37th St Unit 17,Phoenix,85018,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=3221%20N%2037th%20St%20Unit%2017%2C%20Phoenix%2C%20AZ%2085018&size=640x480&source=outdoor&signature=OYuIjZOxwJbjVmgZuQ95u8ZSJwI=,2714270443,459990,2023-12-22,436000,2,3,1418,1065,2,https://ap.rdcpix.com/f32b85a9a33b5a64821a4e6da362b0c9l-m3745348925s-w1024_h768.jpg
558,Arizona,33.804177,-112.056055,Maricopa,35033 N 12th St,Phoenix,85086,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=35033%20N%2012th%20St%2C%20Phoenix%2C%20AZ%2085086&size=640x480&source=outdoor&signature=D5x6xBhreUOYhDSXUtcRUt4agow=,1007849822,600000,2023-12-22,625600,4,3,2136,95832,2,
559,Arizona,33.477919,-112.081483,Maricopa,522 W Cambridge Ave,Phoenix,85003,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=522%20W%20Cambridge%20Ave%2C%20Phoenix%2C%20AZ%2085003&size=640x480&source=outdoor&signature=5tzG0HmYvJtexDvG_4jGGEShii0=,2284855875,825000,2023-12-22,827522,3,2,1793,8050,2,https://ap.rdcpix.com/1b8a5bdf9944038b02abbe8369437802l-m2882256049s-w1024_h768.jpg
560,Arizona,33.305897,-112.012532,Maricopa,3236 E Chandler Blvd Unit 1081,Phoenix,85048,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=3236%20E%20Chandler%20Blvd%20Unit%201081%2C%20Phoenix%2C%20AZ%2085048&size=640x480&source=outdoor&signature=fgcdZogTbkt2SMyCdRkdykYNnAM=,1430764403,275000,2023-12-22,255000,2,1,1019,1120,,https://ap.rdcpix.com/007bb70e0a915d399a20af6f49541fd7l-m133765312s-w1024_h768.jpg
561,Arizona,33.64803,-112.040162,Maricopa,1954 E Grovers Ave,Phoenix,85022,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1954%20E%20Grovers%20Ave%2C%20Phoenix%2C%20AZ%2085022&size=640x480&source=outdoor&signature=WP9zF_FIhDnXiKqFI52R7t0H1Vc=,2158487584,110000,2023-12-22,120000,2,2,4353,9905,1,https://ap.rdcpix.com/87c82e4d0d9b1aba635b86b02bf72f83l-m465364393s-w1024_h768.jpg
562,Arizona,33.397853,-112.089102,Maricopa,5237 S 14th Ave,Phoenix,85041,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=5237%20S%2014th%20Ave%2C%20Phoenix%2C%20AZ%2085041&size=640x480&source=outdoor&signature=eytQu62X2eZaEx1UFU2Dh6oGAKQ=,2073480300,495000,2023-12-22,485000,,0,,,,https://ap.rdcpix.com/3f0f117636a57bf5bc366312d2920a55l-m630617832s-w1024_h768.jpg
563,Arizona,33.502731,-112.093068,Maricopa,1568 W Campbell Ave,Phoenix,85015,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1568%20W%20Campbell%20Ave%2C%20Phoenix%2C%20AZ%2085015&size=640x480&source=outdoor&signature=vxQ8oNNqsXDWp_5GKHnlNicaDW4=,1600451617,267000,2023-12-22,267000,2,2,1120,1213,,https://ap.rdcpix.com/87b0eab42ae589ea7f5894e75d1e2e57l-m751273271s-w1024_h768.jpg
564,Arizona,33.457066,-112.127552,Maricopa,3134 W McKinley St,Phoenix,85009,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=3134%20W%20McKinley%20St%2C%20Phoenix%2C%20AZ%2085009&size=640x480&source=outdoor&signature=eJUE7NHomcoESlTC7AHP_e1BXAM=,2001061202,175000,2023-12-22,180000,2,1,767,7867,,https://ap.rdcpix.com/21d25b48fe8a05c31c5f34b8cb3197e7l-m997509878s-w1024_h768.jpg
565,Arizona,33.357118,-112.066415,Maricopa,9821 S 6th Pl,Phoenix,85042,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=9821%20S%206th%20Pl%2C%20Phoenix%2C%20AZ%2085042&size=640x480&source=outdoor&signature=9_bg48zILGHAhiEghh1jyfwP1y8=,1953967811,560000,2023-12-22,448000,4,2,2176,8940,3,https://ap.rdcpix.com/be1de91d6cb2e2ead426cc36f92dedbfl-m2132195469s-w1024_h768.jpg
566,Arizona,33.661589,-112.018271,Maricopa,19220 N 30th St,Phoenix,85050,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=19220%20N%2030th%20St%2C%20Phoenix%2C%20AZ%2085050&size=640x480&source=outdoor&signature=5rNpoZLwqTeo-OEvyfpkcNVN7qA=,2113139056,524900,2023-12-22,540000,3,2,1506,13939,2,https://ap.rdcpix.com/c2dc1b2f10822794593be49e22b55ee6l-m415700670s-w1024_h768.jpg
567,Arizona,33.754808,-111.988745,Maricopa,29606 N Tatum Blvd Apt 204,Cave Creek,85331,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=29606%20N%20Tatum%20Blvd%20Apt%20204%2C%20Cave%20Creek%2C%20AZ%2085331&size=640x480&source=outdoor&signature=SzaKg0yAg2NlSYTNEeXzC4z4ZX4=,2808394095,290000,2023-12-22,271500,1,1,858,924,1,https://ap.rdcpix.com/03c56f2a475cdc1cefae570931c7e7f0l-m1302368773s-w1024_h768.jpg
568,Arizona,33.645316,-112.144237,Maricopa,3924 W Angela Dr,Glendale,85308,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=3924%20W%20Angela%20Dr%2C%20Glendale%2C%20AZ%2085308&size=640x480&source=outdoor&signature=ASe2Z8GfDQl3ssrZOptF68lC314=,1349042270,349000,2023-12-22,345000,3,2,1564,9304,2,https://ap.rdcpix.com/b1d9db506459664c561a66ddabec46eal-b3179695456s-w1024_h768.jpg
569,Arizona,33.554442,-112.060275,Maricopa,8049 N 10th St,Phoenix,85020,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=8049%20N%2010th%20St%2C%20Phoenix%2C%20AZ%2085020&size=640x480&source=outdoor&signature=eetC98OdSiu-BKoZSjGGPuaOoBY=,1273990588,339900,2023-12-22,350000,3,2,1481,9118,1,https://ap.rdcpix.com/d0f9e0a06aad32364fbb197787a6fc1fl-m3749762407s-w1024_h768.jpg
